county_fips,res_statefips,county_name,age_cat,fileyear,total_mortality
49049.0,UT,Utah,70 years or above,2008,11
49049.0,UT,Utah,70 years or above,2009,11
49049.0,UT,Utah,70 years or above,2010,5
49049.0,UT,Utah,70 years or above,2011,6
49049.0,UT,Utah,70 years or above,2012,14
49049.0,UT,Utah,70 years or above,2013,17
49049.0,UT,Utah,70 years or above,2014,15
49049.0,UT,Utah,70 years or above,2015,12
49049.0,UT,Utah,70 years or above,2016,11
49049.0,UT,Utah,70 years or above,2017,9
49049.0,UT,Utah,70 years or above,2018,8
49049.0,UT,Utah,70 years or above,2019,13
49049.0,UT,Utah,70 years or above,2020,16
49049.0,UT,Utah,70 years or above,2021,10
49049.0,UT,Utah,70 years or above,2022,12
49051.0,UT,Wasatch,70 years or above,2011,1
49051.0,UT,Wasatch,70 years or above,2012,1
49051.0,UT,Wasatch,70 years or above,2015,1
49053.0,UT,Washington, 9 years or below,2018,1
49053.0,UT,Washington,10 - 29 years,2014,1
49053.0,UT,Washington,10 - 29 years,2020,1
49053.0,UT,Washington,30 - 49 years,2009,1
49053.0,UT,Washington,30 - 49 years,2017,2
49053.0,UT,Washington,30 - 49 years,2018,1
49053.0,UT,Washington,30 - 49 years,2021,3
49053.0,UT,Washington,30 - 49 years,2022,1
49053.0,UT,Washington,70 years or above,2005,2
49053.0,UT,Washington,70 years or above,2006,2
49053.0,UT,Washington,70 years or above,2007,3
49053.0,UT,Washington,70 years or above,2008,4
49053.0,UT,Washington,70 years or above,2009,5
49053.0,UT,Washington,70 years or above,2010,9
49053.0,UT,Washington,70 years or above,2011,2
49053.0,UT,Washington,70 years or above,2012,4
49053.0,UT,Washington,70 years or above,2013,3
49053.0,UT,Washington,70 years or above,2014,5
49053.0,UT,Washington,70 years or above,2015,1
49053.0,UT,Washington,70 years or above,2016,7
49053.0,UT,Washington,70 years or above,2017,3
49053.0,UT,Washington,70 years or above,2018,9
49053.0,UT,Washington,70 years or above,2019,4
49053.0,UT,Washington,70 years or above,2020,6
49053.0,UT,Washington,70 years or above,2021,7
49053.0,UT,Washington,70 years or above,2022,4
49057.0,UT,Weber,10 - 29 years,2005,1
49057.0,UT,Weber,10 - 29 years,2016,1
49057.0,UT,Weber,10 - 29 years,2017,1
49057.0,UT,Weber,10 - 29 years,2019,1
49057.0,UT,Weber,10 - 29 years,2020,1
49057.0,UT,Weber,30 - 49 years,2005,2
49057.0,UT,Weber,30 - 49 years,2009,1
49057.0,UT,Weber,30 - 49 years,2010,1
49057.0,UT,Weber,30 - 49 years,2012,3
49057.0,UT,Weber,30 - 49 years,2015,1
49057.0,UT,Weber,30 - 49 years,2016,2
49057.0,UT,Weber,30 - 49 years,2017,2
49057.0,UT,Weber,30 - 49 years,2018,2
49057.0,UT,Weber,30 - 49 years,2020,2
49057.0,UT,Weber,30 - 49 years,2021,2
49057.0,UT,Weber,70 years or above,2005,5
49057.0,UT,Weber,70 years or above,2006,5
49057.0,UT,Weber,70 years or above,2007,9
49057.0,UT,Weber,70 years or above,2008,5
49057.0,UT,Weber,70 years or above,2009,1
49057.0,UT,Weber,70 years or above,2010,5
49057.0,UT,Weber,70 years or above,2011,6
49057.0,UT,Weber,70 years or above,2012,1
49057.0,UT,Weber,70 years or above,2013,10
49057.0,UT,Weber,70 years or above,2014,5
49057.0,UT,Weber,70 years or above,2015,9
49057.0,UT,Weber,70 years or above,2016,7
49057.0,UT,Weber,70 years or above,2017,11
49057.0,UT,Weber,70 years or above,2018,7
49057.0,UT,Weber,70 years or above,2019,2
49057.0,UT,Weber,70 years or above,2020,6
49057.0,UT,Weber,70 years or above,2021,3
49057.0,UT,Weber,70 years or above,2022,9
51001.0,VA,Accomack,10 - 29 years,2016,1
51001.0,VA,Accomack,30 - 49 years,2013,1
51001.0,VA,Accomack,70 years or above,2005,1
51001.0,VA,Accomack,70 years or above,2007,1
51001.0,VA,Accomack,70 years or above,2010,1
51001.0,VA,Accomack,70 years or above,2013,1
51001.0,VA,Accomack,70 years or above,2014,1
51001.0,VA,Accomack,70 years or above,2016,2
51001.0,VA,Accomack,70 years or above,2018,1
51001.0,VA,Accomack,70 years or above,2019,1
51001.0,VA,Accomack,70 years or above,2021,1
51001.0,VA,Accomack,70 years or above,2022,1
51003.0,VA,Albemarle,10 - 29 years,2013,1
51003.0,VA,Albemarle,10 - 29 years,2017,1
51003.0,VA,Albemarle,30 - 49 years,2012,1
51003.0,VA,Albemarle,30 - 49 years,2016,1
51003.0,VA,Albemarle,30 - 49 years,2018,1
51003.0,VA,Albemarle,70 years or above,2005,2
51003.0,VA,Albemarle,70 years or above,2006,2
51003.0,VA,Albemarle,70 years or above,2007,4
51003.0,VA,Albemarle,70 years or above,2008,4
51003.0,VA,Albemarle,70 years or above,2009,3
51003.0,VA,Albemarle,70 years or above,2010,4
51003.0,VA,Albemarle,70 years or above,2011,2
51003.0,VA,Albemarle,70 years or above,2012,5
51003.0,VA,Albemarle,70 years or above,2013,5
51003.0,VA,Albemarle,70 years or above,2014,3
51003.0,VA,Albemarle,70 years or above,2015,5
51003.0,VA,Albemarle,70 years or above,2016,2
51003.0,VA,Albemarle,70 years or above,2018,2
51003.0,VA,Albemarle,70 years or above,2019,1
51003.0,VA,Albemarle,70 years or above,2020,2
51003.0,VA,Albemarle,70 years or above,2021,4
51003.0,VA,Albemarle,70 years or above,2022,6
51005.0,VA,Alleghany,30 - 49 years,2016,1
51005.0,VA,Alleghany,30 - 49 years,2017,1
51005.0,VA,Alleghany,70 years or above,2005,2
51005.0,VA,Alleghany,70 years or above,2007,1
51005.0,VA,Alleghany,70 years or above,2008,2
51005.0,VA,Alleghany,70 years or above,2009,2
51005.0,VA,Alleghany,70 years or above,2011,1
51005.0,VA,Alleghany,70 years or above,2012,1
51005.0,VA,Alleghany,70 years or above,2015,1
51005.0,VA,Alleghany,70 years or above,2016,1
51005.0,VA,Alleghany,70 years or above,2020,2
51007.0,VA,Amelia,10 - 29 years,2007,1
51007.0,VA,Amelia,70 years or above,2006,1
51007.0,VA,Amelia,70 years or above,2011,1
51007.0,VA,Amelia,70 years or above,2012,1
51007.0,VA,Amelia,70 years or above,2013,1
51007.0,VA,Amelia,70 years or above,2015,1
51007.0,VA,Amelia,70 years or above,2016,3
51007.0,VA,Amelia,70 years or above,2017,3
51007.0,VA,Amelia,70 years or above,2018,1
51007.0,VA,Amelia,70 years or above,2019,4
51007.0,VA,Amelia,70 years or above,2022,1
51009.0,VA,Amherst,30 - 49 years,2009,1
51009.0,VA,Amherst,30 - 49 years,2010,1
51009.0,VA,Amherst,30 - 49 years,2016,2
51009.0,VA,Amherst,70 years or above,2005,1
51009.0,VA,Amherst,70 years or above,2007,1
51009.0,VA,Amherst,70 years or above,2008,3
51009.0,VA,Amherst,70 years or above,2009,1
51009.0,VA,Amherst,70 years or above,2010,2
51009.0,VA,Amherst,70 years or above,2011,2
51009.0,VA,Amherst,70 years or above,2012,3
51009.0,VA,Amherst,70 years or above,2013,3
51009.0,VA,Amherst,70 years or above,2014,1
51009.0,VA,Amherst,70 years or above,2017,2
51009.0,VA,Amherst,70 years or above,2019,1
51009.0,VA,Amherst,70 years or above,2020,4
51009.0,VA,Amherst,70 years or above,2022,4
51011.0,VA,Appomattox,70 years or above,2008,1
51011.0,VA,Appomattox,70 years or above,2009,2
51011.0,VA,Appomattox,70 years or above,2013,1
51011.0,VA,Appomattox,70 years or above,2014,2
51011.0,VA,Appomattox,70 years or above,2016,1
51011.0,VA,Appomattox,70 years or above,2018,3
51011.0,VA,Appomattox,70 years or above,2020,2
51013.0,VA,Arlington,10 - 29 years,2011,1
51013.0,VA,Arlington,10 - 29 years,2015,1
51013.0,VA,Arlington,10 - 29 years,2021,1
51013.0,VA,Arlington,30 - 49 years,2005,2
51013.0,VA,Arlington,30 - 49 years,2007,2
51013.0,VA,Arlington,30 - 49 years,2010,1
51013.0,VA,Arlington,30 - 49 years,2014,1
51013.0,VA,Arlington,30 - 49 years,2020,1
51013.0,VA,Arlington,30 - 49 years,2021,2
51013.0,VA,Arlington,70 years or above,2005,4
51013.0,VA,Arlington,70 years or above,2006,1
51013.0,VA,Arlington,70 years or above,2007,1
51013.0,VA,Arlington,70 years or above,2008,5
51013.0,VA,Arlington,70 years or above,2009,2
51013.0,VA,Arlington,70 years or above,2010,5
51013.0,VA,Arlington,70 years or above,2011,7
51013.0,VA,Arlington,70 years or above,2012,3
51013.0,VA,Arlington,70 years or above,2013,2
51013.0,VA,Arlington,70 years or above,2014,4
51013.0,VA,Arlington,70 years or above,2015,2
51013.0,VA,Arlington,70 years or above,2016,3
51013.0,VA,Arlington,70 years or above,2017,2
51013.0,VA,Arlington,70 years or above,2018,1
51013.0,VA,Arlington,70 years or above,2019,3
51013.0,VA,Arlington,70 years or above,2020,6
51013.0,VA,Arlington,70 years or above,2021,3
51013.0,VA,Arlington,70 years or above,2022,2
51015.0,VA,Augusta,10 - 29 years,2018,1
51015.0,VA,Augusta,30 - 49 years,2020,2
51015.0,VA,Augusta,70 years or above,2005,3
51015.0,VA,Augusta,70 years or above,2006,4
51015.0,VA,Augusta,70 years or above,2007,4
51015.0,VA,Augusta,70 years or above,2008,6
51015.0,VA,Augusta,70 years or above,2009,2
51015.0,VA,Augusta,70 years or above,2010,5
51015.0,VA,Augusta,70 years or above,2011,4
51015.0,VA,Augusta,70 years or above,2012,2
51015.0,VA,Augusta,70 years or above,2014,3
51015.0,VA,Augusta,70 years or above,2015,3
51015.0,VA,Augusta,70 years or above,2016,7
51015.0,VA,Augusta,70 years or above,2017,7
51015.0,VA,Augusta,70 years or above,2018,1
51015.0,VA,Augusta,70 years or above,2019,2
51015.0,VA,Augusta,70 years or above,2020,3
51015.0,VA,Augusta,70 years or above,2021,2
51015.0,VA,Augusta,70 years or above,2022,3
51017.0,VA,Bath,30 - 49 years,2010,1
51017.0,VA,Bath,30 - 49 years,2018,1
51017.0,VA,Bath,70 years or above,2007,1
51017.0,VA,Bath,70 years or above,2019,1
51021.0,VA,Bland,30 - 49 years,2020,1
51021.0,VA,Bland,70 years or above,2005,1
51021.0,VA,Bland,70 years or above,2006,1
51021.0,VA,Bland,70 years or above,2009,1
51021.0,VA,Bland,70 years or above,2011,1
51021.0,VA,Bland,70 years or above,2014,1
51021.0,VA,Bland,70 years or above,2015,1
51021.0,VA,Bland,70 years or above,2021,1
51021.0,VA,Bland,70 years or above,2022,1
51023.0,VA,Botetourt,30 - 49 years,2014,1
51023.0,VA,Botetourt,70 years or above,2006,1
51023.0,VA,Botetourt,70 years or above,2010,1
51023.0,VA,Botetourt,70 years or above,2011,3
51023.0,VA,Botetourt,70 years or above,2014,1
51023.0,VA,Botetourt,70 years or above,2015,1
51023.0,VA,Botetourt,70 years or above,2019,1
51023.0,VA,Botetourt,70 years or above,2020,1
51023.0,VA,Botetourt,70 years or above,2021,1
51023.0,VA,Botetourt,70 years or above,2022,3
51025.0,VA,Brunswick,30 - 49 years,2005,1
51025.0,VA,Brunswick,70 years or above,2007,2
51025.0,VA,Brunswick,70 years or above,2008,1
51025.0,VA,Brunswick,70 years or above,2012,1
51025.0,VA,Brunswick,70 years or above,2013,1
51025.0,VA,Brunswick,70 years or above,2017,3
51025.0,VA,Brunswick,70 years or above,2018,1
51025.0,VA,Brunswick,70 years or above,2019,1
51025.0,VA,Brunswick,70 years or above,2021,1
51027.0,VA,Buchanan,70 years or above,2005,1
51027.0,VA,Buchanan,70 years or above,2008,2
51027.0,VA,Buchanan,70 years or above,2009,2
51027.0,VA,Buchanan,70 years or above,2011,2
51027.0,VA,Buchanan,70 years or above,2012,1
51027.0,VA,Buchanan,70 years or above,2014,1
51027.0,VA,Buchanan,70 years or above,2015,1
51027.0,VA,Buchanan,70 years or above,2016,2
51027.0,VA,Buchanan,70 years or above,2017,2
51027.0,VA,Buchanan,70 years or above,2018,1
51027.0,VA,Buchanan,70 years or above,2019,1
51027.0,VA,Buchanan,70 years or above,2021,2
51027.0,VA,Buchanan,70 years or above,2022,2
51029.0,VA,Buckingham,30 - 49 years,2009,1
51029.0,VA,Buckingham,70 years or above,2005,1
51029.0,VA,Buckingham,70 years or above,2006,1
51029.0,VA,Buckingham,70 years or above,2007,1
51029.0,VA,Buckingham,70 years or above,2008,1
51029.0,VA,Buckingham,70 years or above,2009,4
51029.0,VA,Buckingham,70 years or above,2012,1
51029.0,VA,Buckingham,70 years or above,2013,2
51029.0,VA,Buckingham,70 years or above,2019,1
51029.0,VA,Buckingham,70 years or above,2021,3
51029.0,VA,Buckingham,70 years or above,2022,1
51031.0,VA,Campbell,10 - 29 years,2012,1
51031.0,VA,Campbell,10 - 29 years,2013,1
51031.0,VA,Campbell,30 - 49 years,2006,1
51031.0,VA,Campbell,30 - 49 years,2008,1
51031.0,VA,Campbell,30 - 49 years,2019,1
51031.0,VA,Campbell,70 years or above,2005,2
51031.0,VA,Campbell,70 years or above,2006,3
51031.0,VA,Campbell,70 years or above,2008,3
51031.0,VA,Campbell,70 years or above,2009,1
51031.0,VA,Campbell,70 years or above,2010,1
51031.0,VA,Campbell,70 years or above,2011,1
51031.0,VA,Campbell,70 years or above,2012,3
51031.0,VA,Campbell,70 years or above,2013,3
51031.0,VA,Campbell,70 years or above,2015,4
51031.0,VA,Campbell,70 years or above,2018,3
51031.0,VA,Campbell,70 years or above,2021,1
51031.0,VA,Campbell,70 years or above,2022,5
51033.0,VA,Caroline,10 - 29 years,2019,1
51033.0,VA,Caroline,30 - 49 years,2014,1
51033.0,VA,Caroline,30 - 49 years,2015,1
51033.0,VA,Caroline,30 - 49 years,2018,1
51033.0,VA,Caroline,70 years or above,2006,1
51033.0,VA,Caroline,70 years or above,2008,1
51033.0,VA,Caroline,70 years or above,2009,2
51033.0,VA,Caroline,70 years or above,2010,1
51033.0,VA,Caroline,70 years or above,2016,1
51033.0,VA,Caroline,70 years or above,2017,2
51033.0,VA,Caroline,70 years or above,2018,2
51033.0,VA,Caroline,70 years or above,2019,1
51033.0,VA,Caroline,70 years or above,2020,1
51033.0,VA,Caroline,70 years or above,2021,1
51033.0,VA,Caroline,70 years or above,2022,1
51035.0,VA,Carroll,30 - 49 years,2013,1
51035.0,VA,Carroll,30 - 49 years,2015,2
51035.0,VA,Carroll,30 - 49 years,2018,1
51035.0,VA,Carroll,30 - 49 years,2021,1
51035.0,VA,Carroll,70 years or above,2007,1
51035.0,VA,Carroll,70 years or above,2008,4
51035.0,VA,Carroll,70 years or above,2009,2
51035.0,VA,Carroll,70 years or above,2010,2
51035.0,VA,Carroll,70 years or above,2011,3
51035.0,VA,Carroll,70 years or above,2012,2
51035.0,VA,Carroll,70 years or above,2013,3
51035.0,VA,Carroll,70 years or above,2014,1
51035.0,VA,Carroll,70 years or above,2015,2
51035.0,VA,Carroll,70 years or above,2017,4
51035.0,VA,Carroll,70 years or above,2018,2
51035.0,VA,Carroll,70 years or above,2019,2
51035.0,VA,Carroll,70 years or above,2020,1
51035.0,VA,Carroll,70 years or above,2021,1
51035.0,VA,Carroll,70 years or above,2022,1
51036.0,VA,Charles City,70 years or above,2013,1
51036.0,VA,Charles City,70 years or above,2019,1
51037.0,VA,Charlotte,30 - 49 years,2006,1
51037.0,VA,Charlotte,70 years or above,2007,1
51037.0,VA,Charlotte,70 years or above,2008,2
51037.0,VA,Charlotte,70 years or above,2009,2
51037.0,VA,Charlotte,70 years or above,2014,1
51037.0,VA,Charlotte,70 years or above,2015,1
51037.0,VA,Charlotte,70 years or above,2016,1
51037.0,VA,Charlotte,70 years or above,2020,1
51041.0,VA,Chesterfield,10 - 29 years,2007,2
51041.0,VA,Chesterfield,10 - 29 years,2020,1
51041.0,VA,Chesterfield,10 - 29 years,2021,1
51041.0,VA,Chesterfield,30 - 49 years,2005,3
51041.0,VA,Chesterfield,30 - 49 years,2006,2
51041.0,VA,Chesterfield,30 - 49 years,2007,1
51041.0,VA,Chesterfield,30 - 49 years,2008,1
51041.0,VA,Chesterfield,30 - 49 years,2009,3
51041.0,VA,Chesterfield,30 - 49 years,2010,2
51041.0,VA,Chesterfield,30 - 49 years,2011,1
51041.0,VA,Chesterfield,30 - 49 years,2012,3
51041.0,VA,Chesterfield,30 - 49 years,2013,2
51041.0,VA,Chesterfield,30 - 49 years,2014,1
51041.0,VA,Chesterfield,30 - 49 years,2015,1
51041.0,VA,Chesterfield,30 - 49 years,2016,2
51041.0,VA,Chesterfield,30 - 49 years,2017,1
51041.0,VA,Chesterfield,30 - 49 years,2018,2
51041.0,VA,Chesterfield,30 - 49 years,2020,3
51041.0,VA,Chesterfield,70 years or above,2005,6
51041.0,VA,Chesterfield,70 years or above,2006,8
51041.0,VA,Chesterfield,70 years or above,2007,7
51041.0,VA,Chesterfield,70 years or above,2008,3
51041.0,VA,Chesterfield,70 years or above,2009,9
51041.0,VA,Chesterfield,70 years or above,2010,9
51041.0,VA,Chesterfield,70 years or above,2011,4
51041.0,VA,Chesterfield,70 years or above,2012,2
51041.0,VA,Chesterfield,70 years or above,2013,13
51041.0,VA,Chesterfield,70 years or above,2014,6
51041.0,VA,Chesterfield,70 years or above,2015,8
51041.0,VA,Chesterfield,70 years or above,2016,4
51041.0,VA,Chesterfield,70 years or above,2017,2
51041.0,VA,Chesterfield,70 years or above,2018,6
51041.0,VA,Chesterfield,70 years or above,2019,7
51041.0,VA,Chesterfield,70 years or above,2020,9
51041.0,VA,Chesterfield,70 years or above,2021,8
51041.0,VA,Chesterfield,70 years or above,2022,7
51043.0,VA,Clarke,70 years or above,2005,1
51043.0,VA,Clarke,70 years or above,2011,2
51043.0,VA,Clarke,70 years or above,2016,1
51045.0,VA,Craig,30 - 49 years,2012,1
51045.0,VA,Craig,70 years or above,2010,1
51045.0,VA,Craig,70 years or above,2014,1
51047.0,VA,Culpeper,10 - 29 years,2016,1
51047.0,VA,Culpeper,30 - 49 years,2006,1
51047.0,VA,Culpeper,30 - 49 years,2011,1
51047.0,VA,Culpeper,30 - 49 years,2018,1
51047.0,VA,Culpeper,70 years or above,2005,3
51047.0,VA,Culpeper,70 years or above,2006,3
51047.0,VA,Culpeper,70 years or above,2007,1
51047.0,VA,Culpeper,70 years or above,2008,2
51047.0,VA,Culpeper,70 years or above,2009,2
51047.0,VA,Culpeper,70 years or above,2010,1
51047.0,VA,Culpeper,70 years or above,2011,1
51047.0,VA,Culpeper,70 years or above,2013,3
51047.0,VA,Culpeper,70 years or above,2014,1
51047.0,VA,Culpeper,70 years or above,2016,1
51047.0,VA,Culpeper,70 years or above,2017,2
51047.0,VA,Culpeper,70 years or above,2018,1
51047.0,VA,Culpeper,70 years or above,2019,4
51047.0,VA,Culpeper,70 years or above,2020,2
51047.0,VA,Culpeper,70 years or above,2021,2
51049.0,VA,Cumberland,70 years or above,2006,2
51049.0,VA,Cumberland,70 years or above,2010,2
51049.0,VA,Cumberland,70 years or above,2012,1
51049.0,VA,Cumberland,70 years or above,2017,2
51049.0,VA,Cumberland,70 years or above,2018,1
51051.0,VA,Dickenson,30 - 49 years,2021,1
51051.0,VA,Dickenson,70 years or above,2005,2
51051.0,VA,Dickenson,70 years or above,2006,1
51051.0,VA,Dickenson,70 years or above,2007,1
51051.0,VA,Dickenson,70 years or above,2009,2
51051.0,VA,Dickenson,70 years or above,2010,2
51051.0,VA,Dickenson,70 years or above,2013,1
51051.0,VA,Dickenson,70 years or above,2014,2
51051.0,VA,Dickenson,70 years or above,2016,2
51051.0,VA,Dickenson,70 years or above,2017,1
51051.0,VA,Dickenson,70 years or above,2018,2
51051.0,VA,Dickenson,70 years or above,2020,2
51053.0,VA,Dinwiddie,10 - 29 years,2016,1
51053.0,VA,Dinwiddie,30 - 49 years,2008,1
51053.0,VA,Dinwiddie,30 - 49 years,2013,1
51053.0,VA,Dinwiddie,70 years or above,2005,1
51053.0,VA,Dinwiddie,70 years or above,2006,1
51053.0,VA,Dinwiddie,70 years or above,2007,2
51053.0,VA,Dinwiddie,70 years or above,2010,2
51053.0,VA,Dinwiddie,70 years or above,2013,1
51053.0,VA,Dinwiddie,70 years or above,2014,1
51053.0,VA,Dinwiddie,70 years or above,2015,2
51053.0,VA,Dinwiddie,70 years or above,2017,1
51057.0,VA,Essex,30 - 49 years,2009,2
51057.0,VA,Essex,30 - 49 years,2011,1
51057.0,VA,Essex,70 years or above,2009,1
51057.0,VA,Essex,70 years or above,2013,2
51057.0,VA,Essex,70 years or above,2017,1
51059.0,VA,Fairfax,10 - 29 years,2005,1
51059.0,VA,Fairfax,10 - 29 years,2009,1
51059.0,VA,Fairfax,10 - 29 years,2013,1
51059.0,VA,Fairfax,10 - 29 years,2016,1
51059.0,VA,Fairfax,10 - 29 years,2019,1
51059.0,VA,Fairfax,30 - 49 years,2006,1
51059.0,VA,Fairfax,30 - 49 years,2007,1
51059.0,VA,Fairfax,30 - 49 years,2008,2
51059.0,VA,Fairfax,30 - 49 years,2009,3
51059.0,VA,Fairfax,30 - 49 years,2011,3
51059.0,VA,Fairfax,30 - 49 years,2012,1
51059.0,VA,Fairfax,30 - 49 years,2014,2
51059.0,VA,Fairfax,30 - 49 years,2015,3
51059.0,VA,Fairfax,30 - 49 years,2017,2
51059.0,VA,Fairfax,30 - 49 years,2018,3
51059.0,VA,Fairfax,30 - 49 years,2019,2
51059.0,VA,Fairfax,30 - 49 years,2020,1
51059.0,VA,Fairfax,30 - 49 years,2021,1
51059.0,VA,Fairfax,30 - 49 years,2022,2
51059.0,VA,Fairfax,70 years or above,2005,14
51059.0,VA,Fairfax,70 years or above,2006,11
51059.0,VA,Fairfax,70 years or above,2007,12
51059.0,VA,Fairfax,70 years or above,2008,9
51059.0,VA,Fairfax,70 years or above,2009,10
51059.0,VA,Fairfax,70 years or above,2010,3
51059.0,VA,Fairfax,70 years or above,2011,12
51059.0,VA,Fairfax,70 years or above,2012,10
51059.0,VA,Fairfax,70 years or above,2013,11
51059.0,VA,Fairfax,70 years or above,2014,16
51059.0,VA,Fairfax,70 years or above,2015,17
51059.0,VA,Fairfax,70 years or above,2016,13
51059.0,VA,Fairfax,70 years or above,2017,18
51059.0,VA,Fairfax,70 years or above,2018,17
51059.0,VA,Fairfax,70 years or above,2019,11
51059.0,VA,Fairfax,70 years or above,2020,16
51059.0,VA,Fairfax,70 years or above,2021,12
51059.0,VA,Fairfax,70 years or above,2022,9
51061.0,VA,Fauquier, 9 years or below,2011,1
51061.0,VA,Fauquier,10 - 29 years,2021,1
51061.0,VA,Fauquier,30 - 49 years,2007,1
51061.0,VA,Fauquier,30 - 49 years,2009,1
51061.0,VA,Fauquier,30 - 49 years,2017,2
51061.0,VA,Fauquier,30 - 49 years,2021,1
51061.0,VA,Fauquier,30 - 49 years,2022,2
51061.0,VA,Fauquier,70 years or above,2005,3
51061.0,VA,Fauquier,70 years or above,2006,2
51061.0,VA,Fauquier,70 years or above,2007,1
51061.0,VA,Fauquier,70 years or above,2008,1
51061.0,VA,Fauquier,70 years or above,2009,1
51061.0,VA,Fauquier,70 years or above,2010,1
51061.0,VA,Fauquier,70 years or above,2011,1
51061.0,VA,Fauquier,70 years or above,2013,1
51061.0,VA,Fauquier,70 years or above,2014,1
51061.0,VA,Fauquier,70 years or above,2015,2
51061.0,VA,Fauquier,70 years or above,2017,1
51061.0,VA,Fauquier,70 years or above,2018,1
51061.0,VA,Fauquier,70 years or above,2019,1
51061.0,VA,Fauquier,70 years or above,2021,4
51061.0,VA,Fauquier,70 years or above,2022,1
51063.0,VA,Floyd,30 - 49 years,2011,1
51063.0,VA,Floyd,70 years or above,2006,1
51063.0,VA,Floyd,70 years or above,2008,1
51063.0,VA,Floyd,70 years or above,2009,1
51063.0,VA,Floyd,70 years or above,2012,1
51063.0,VA,Floyd,70 years or above,2013,1
51063.0,VA,Floyd,70 years or above,2014,1
51063.0,VA,Floyd,70 years or above,2016,1
51063.0,VA,Floyd,70 years or above,2017,1
51063.0,VA,Floyd,70 years or above,2018,3
51063.0,VA,Floyd,70 years or above,2021,2
51065.0,VA,Fluvanna,30 - 49 years,2015,1
51065.0,VA,Fluvanna,30 - 49 years,2018,1
51065.0,VA,Fluvanna,30 - 49 years,2022,1
51065.0,VA,Fluvanna,70 years or above,2005,1
51065.0,VA,Fluvanna,70 years or above,2007,4
51065.0,VA,Fluvanna,70 years or above,2008,1
51065.0,VA,Fluvanna,70 years or above,2009,2
51065.0,VA,Fluvanna,70 years or above,2010,1
51065.0,VA,Fluvanna,70 years or above,2012,1
51065.0,VA,Fluvanna,70 years or above,2013,2
51065.0,VA,Fluvanna,70 years or above,2014,1
51065.0,VA,Fluvanna,70 years or above,2015,3
51065.0,VA,Fluvanna,70 years or above,2017,1
51065.0,VA,Fluvanna,70 years or above,2018,2
51065.0,VA,Fluvanna,70 years or above,2019,1
51065.0,VA,Fluvanna,70 years or above,2020,1
51065.0,VA,Fluvanna,70 years or above,2021,1
51067.0,VA,Franklin,30 - 49 years,2009,2
51067.0,VA,Franklin,30 - 49 years,2010,1
51067.0,VA,Franklin,30 - 49 years,2012,1
51067.0,VA,Franklin,30 - 49 years,2014,1
51067.0,VA,Franklin,30 - 49 years,2016,1
51067.0,VA,Franklin,30 - 49 years,2021,1
51067.0,VA,Franklin,70 years or above,2005,3
51067.0,VA,Franklin,70 years or above,2006,3
51067.0,VA,Franklin,70 years or above,2008,3
51067.0,VA,Franklin,70 years or above,2010,1
51067.0,VA,Franklin,70 years or above,2011,1
51067.0,VA,Franklin,70 years or above,2012,5
51067.0,VA,Franklin,70 years or above,2014,2
51067.0,VA,Franklin,70 years or above,2015,3
51067.0,VA,Franklin,70 years or above,2016,5
51067.0,VA,Franklin,70 years or above,2017,4
51067.0,VA,Franklin,70 years or above,2018,1
51067.0,VA,Franklin,70 years or above,2020,1
51067.0,VA,Franklin,70 years or above,2022,4
51069.0,VA,Frederick,10 - 29 years,2010,1
51069.0,VA,Frederick,10 - 29 years,2020,1
51069.0,VA,Frederick,30 - 49 years,2006,2
51069.0,VA,Frederick,30 - 49 years,2008,1
51069.0,VA,Frederick,30 - 49 years,2015,1
51069.0,VA,Frederick,30 - 49 years,2016,1
51069.0,VA,Frederick,30 - 49 years,2019,1
51069.0,VA,Frederick,30 - 49 years,2022,1
51069.0,VA,Frederick,70 years or above,2005,4
51069.0,VA,Frederick,70 years or above,2006,2
51069.0,VA,Frederick,70 years or above,2007,5
51069.0,VA,Frederick,70 years or above,2008,3
51069.0,VA,Frederick,70 years or above,2009,1
51069.0,VA,Frederick,70 years or above,2010,4
51069.0,VA,Frederick,70 years or above,2011,1
51069.0,VA,Frederick,70 years or above,2012,1
51069.0,VA,Frederick,70 years or above,2013,2
51069.0,VA,Frederick,70 years or above,2014,1
51069.0,VA,Frederick,70 years or above,2015,2
51069.0,VA,Frederick,70 years or above,2016,2
51069.0,VA,Frederick,70 years or above,2018,2
51069.0,VA,Frederick,70 years or above,2019,3
51069.0,VA,Frederick,70 years or above,2020,1
51069.0,VA,Frederick,70 years or above,2021,2
51069.0,VA,Frederick,70 years or above,2022,1
51071.0,VA,Giles,30 - 49 years,2011,1
51071.0,VA,Giles,30 - 49 years,2021,1
51071.0,VA,Giles,70 years or above,2005,1
51071.0,VA,Giles,70 years or above,2015,1
51071.0,VA,Giles,70 years or above,2018,1
51071.0,VA,Giles,70 years or above,2021,2
51071.0,VA,Giles,70 years or above,2022,2
51073.0,VA,Gloucester,30 - 49 years,2020,1
51073.0,VA,Gloucester,30 - 49 years,2022,1
51073.0,VA,Gloucester,70 years or above,2005,1
51073.0,VA,Gloucester,70 years or above,2007,1
51073.0,VA,Gloucester,70 years or above,2008,3
51073.0,VA,Gloucester,70 years or above,2009,1
51073.0,VA,Gloucester,70 years or above,2010,2
51073.0,VA,Gloucester,70 years or above,2012,3
51073.0,VA,Gloucester,70 years or above,2013,1
